Location,Period,Indicator,Dim1,First Tooltip
Afghanistan,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,14.63
Afghanistan,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,11.11
Afghanistan,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,15.73
Afghanistan,2007,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,4.84
Afghanistan,2007,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,2.25
Afghanistan,2007,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,5.53
Albania,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,16.72
Albania,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,14.67
Albania,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,19.14
Albania,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,13.91
Albania,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,15.77
Albania,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,12
Albania,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,19.51
Albania,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,22.14
Albania,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,16.16
Albania,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,23.37
Albania,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,16.93
Albania,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,27.96
Albania,1996,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,7.39
Albania,1996,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,6.9
Albania,1996,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,7.64
Angola,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,12.38
Angola,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,11.9
Angola,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,12.81
Argentina,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,16.9
Argentina,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,17.35
Argentina,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,11.34
Argentina,1996,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,9.7
Armenia,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,16.05
Armenia,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,18.79
Armenia,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,11.54
Armenia,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,13.9
Armenia,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,10.28
Armenia,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,15.98
Armenia,2011,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,12.8
Armenia,2011,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,13.63
Armenia,2011,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,11.32
Armenia,2010,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,5.51
Armenia,2010,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,6.23
Armenia,2010,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,4.27
Armenia,2009,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,4.43
Armenia,2009,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,4.69
Armenia,2009,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,3.95
Armenia,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,4.52
Armenia,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,4.48
Armenia,2008,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,4.58
Armenia,2007,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,4.21
Armenia,2007,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,4.14
Armenia,2007,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,4.32
Armenia,2006,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,10.83
Armenia,2006,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,11.72
Armenia,2006,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,9.3
Armenia,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,12.04
Armenia,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,11.97
Armenia,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,12.14
Armenia,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,16.46
Armenia,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,16.8
Armenia,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,15.58
Armenia,2003,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,10.61
Armenia,2003,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,11.35
Armenia,2003,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,9.53
Armenia,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,11.47
Armenia,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,11.33
Armenia,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,11.68
Armenia,2001,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,11.99
Armenia,2001,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,13.33
Armenia,2001,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,10.15
Armenia,1999,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,15.35
Armenia,1999,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,15.33
Armenia,1999,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,15.39
Australia,2010,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,3.71
Austria,1999,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,4.31
Azerbaijan,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,8.12
Azerbaijan,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,8.44
Azerbaijan,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,7.77
Azerbaijan,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,7.63
Azerbaijan,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,7.56
Azerbaijan,2004,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,7.71
Azerbaijan,2003,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,6.99
Azerbaijan,2003,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,6.7
Azerbaijan,2003,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,7.32
Azerbaijan,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,6.97
Azerbaijan,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,7.14
Azerbaijan,2002,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,6.79
Bahamas,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,2.69
Bangladesh,2016,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,24.67
Bangladesh,2016,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,21
Bangladesh,2016,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,26.05
Bangladesh,2010,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,13.86
Bangladesh,2010,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,8.27
Bangladesh,2010,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,15.85
Bangladesh,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,12.34
Bangladesh,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,11.76
Bangladesh,2005,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,12.53
Bangladesh,2000,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,14.85
Bangladesh,2000,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,15.92
Bangladesh,2000,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,10.6
Barbados,2016,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,16.37
Belarus,2016,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,9.16
Belarus,2016,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,7.76
Belarus,2016,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,9.65
Belarus,2015,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,7.78
Belarus,2015,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,7.12
Belarus,2015,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,8.01
Belarus,2014,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,5.78
Belarus,2014,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,6.28
Belarus,2014,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,4.37
Belarus,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,6.23
Belarus,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,6.6
Belarus,2013,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,5.17
Belarus,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Total,4.38
Belarus,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Urban,4.59
Belarus,2012,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),Rural,3.76
